address,area,direction,floornumber,furniture,numBath,numBed,numFloor,price,price_m2,type,type_detail,url
"nguyễn văn huyên, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",111.0,,,,,3,1,4.53,0.04081,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-can-ho-chung-cu/89608254.htm
"Đường Lưu Khánh Đàm, Phường Giang Biên, Quận Long Biên, Hà Nội",81.3,,5,Nội thất đầy đủ,2,3,1,1.79,0.0221,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-can-ho-chung-cu/89608537.htm
"47, 47 Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",120.0,,,Nội thất cao cấp,3,3,1,4.9,0.04083,Căn hộ/Chung cư,Duplex,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89609539.htm
"Số 69, Số 69 Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",72.0,,,Nội thất đầy đủ,2,2,1,2.8,0.03889,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89609866.htm
"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",74.0,Tây,,Nội thất đầy đủ,1,2,1,0.026,351.351 đ/m²,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89610600.htm
"Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",27.0,,7,,1,1,1,0.53,0.01963,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/88674462.htm
"Đường Thái Hà, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",48.0,,,,1,2,1,0.45,0.00938,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/89610727.htm
"Đường Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",120.0,,,,2,3,1,2.6,0.02167,Căn hộ/Chung cư,Tập thể,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88874057.htm
"Đường Lê Trọng Tấn, Xã An Khánh, Huyện Hoài Đức, Hà Nội",65.4,Đông Bắc,,Nội thất đầy đủ,2,2,1,1.42,0.02185,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-hoai-duc/mua-ban-can-ho-chung-cu/89603208.htm
"A14, Đường Nghĩa Tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",80.0,,,Nội thất đầy đủ,2,2,1,2.09,0.02613,Căn hộ/Chung cư,Tập thể,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/88659679.htm
"Đường Phúc La, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",51.0,,,,1,2,1,1.25,0.02451,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89603460.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",60.0,Tây,,Bàn giao thô,1,2,1,1.58,0.02633,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/89603555.htm
"Đường Phúc La, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",60.0,,,,2,2,1,1.52,0.02533,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89603559.htm
"Đường Phúc La, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",69.0,,,,2,2,1,1.64,0.02377,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89603625.htm
"Đường Lê Đức Thọ, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",78.0,Đông Nam,,,2,2,1,1.9,0.02436,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/88763277.htm
"đường cienco 5, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",80.0,Đông,,,2,2,1,1.39,0.01738,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89572693.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",56.0,,,,2,2,1,0.93,0.01661,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/89344680.htm
"Đường Duy Tân, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",88.0,Tây,,,2,2,1,2.84,0.03227,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/89592689.htm
"Cầu Kiến Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",70.0,,,Nội thất đầy đủ,2,2,1,1.37,0.01957,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89603904.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",63.0,,,Nội thất đầy đủ,2,3,1,1.85,0.02937,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89310714.htm
"Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",67.0,,31,Nội thất cao cấp,2,2,1,1.38,0.0206,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88822424.htm
"211, Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",55.0,Tây Bắc,2,Hoàn thiện cơ bản,1,2,1,0.026,472.727 đ/m²,Căn hộ/Chung cư,Tập thể,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89604305.htm
,62.8,Tây Bắc,,,2,2,1,0.021,338.709 đ/m²,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89604380.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",54.0,Đông,,Hoàn thiện cơ bản,1,2,1,2.1,0.03889,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89605762.htm
"Số 69, Số 69 Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",72.0,,,,2,2,1,2.8,0.03889,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89610766.htm
"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",68.0,Tây Nam,6,Nội thất đầy đủ,2,3,1,1.15,0.01691,Căn hộ/Chung cư,Căn hộ dịch vụ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89606383.htm
,106.0,,,,,4,1,11.0,0.10377,Căn hộ/Chung cư,Căn hộ dịch vụ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89519506.htm
"Đường Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",58.0,Tây Nam,6,Nội thất đầy đủ,1,2,1,1.3,0.02241,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/89611029.htm
"Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",30.0,,6,,1,1,1,0.65,0.02167,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-can-ho-chung-cu/87384595.htm
"10, Lê quang đạo kéo dài, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",58.0,Đông,,Nội thất cao cấp,2,2,1,1.9,0.03276,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89611305.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",55.0,,,Hoàn thiện cơ bản,1,2,1,1.6,0.02909,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/89027831.htm
"Đường Xuân Tảo, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",35.0,,6,,1,1,1,0.55,0.01571,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-can-ho-chung-cu/84092903.htm
"Vũ Tông Phan, Quận Thanh Xuân, Hà Nội",35.0,,,,1,1,1,0.53,0.01514,Căn hộ/Chung cư,Căn hộ dịch vụ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89612293.htm
"Đường Lương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",35.0,,,,1,1,1,1.09,0.03114,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88751952.htm
"Đường Phúc La, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",60.0,,,,1,2,1,1.6,0.02667,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89613470.htm
"29 Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",73.0,Tây Bắc,9,Hoàn thiện cơ bản,2,3,1,0.79,0.01082,Căn hộ/Chung cư,Officetel,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89614305.htm
"Đường Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",66.0,Đông Nam,,Nội thất cao cấp,2,2,1,1.195,0.01811,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88240594.htm
"Đường Hoàng Đạo Thúy, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",235.0,,,,3,5,1,7.0,0.02979,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/89197564.htm
"Đường Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",270.0,,,Nội thất cao cấp,3,4,1,8.3,0.03074,Căn hộ/Chung cư,Duplex,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89315714.htm
"Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội",89.0,,,,2,3,1,2.5,0.02809,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89429563.htm
"Đường Chính Kinh, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",60.0,,,Nội thất đầy đủ,2,3,1,0.54,0.009,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89078393.htm
"Đường Nguyễn Hữu Thọ, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",80.0,,,,2,3,1,2.5,0.03125,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/89616382.htm
"Đường Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",55.0,Tây Bắc,2,Nội thất cao cấp,2,2,1,1.43,0.026,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/89616512.htm
"29, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",105.0,Đông Bắc,21,Nội thất cao cấp,2,3,1,2.8,0.02667,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89616777.htm
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",80.0,,,,2,3,1,0.02,250.000 đ/m²,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/87954193.htm
"số 2, số 2 Đường Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",92.0,Đông Nam,,Nội thất cao cấp,2,2,1,2.7,0.02935,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89261473.htm
"Đường 70, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",52.65,,,Hoàn thiện cơ bản,1,2,1,1.434,0.02758,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89278012.htm
"Đường Vành Đai 3, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",90.2,Tây Bắc,,Nội thất đầy đủ,2,3,1,2.08,0.02311,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/89073009.htm
"Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",86.0,,,,2,2,1,1.85,0.02151,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89617626.htm
"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",56.0,,5,Nội thất cao cấp,2,3,1,0.6,0.01071,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89617631.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",45.0,,,,1,1,1,0.72,0.016,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/89617995.htm
"đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",75.0,,,,2,2,1,1.4,0.01867,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89618041.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",80.0,,,,3,3,1,0.222,0.00278,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/89618587.htm
"Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội, Phường Sài Đồng, Quận Long Biên, Hà Nội",83.4,,,Hoàn thiện cơ bản,2,3,1,2.5,0.03012,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-can-ho-chung-cu/89528572.htm
"87, 87 Đường Lĩnh Nam, Phường Mai Động, Quận Hoàng Mai, Hà Nội",95.0,,,Nội thất đầy đủ,2,3,1,2.65,0.02789,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/89618683.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",49.0,,,Nội thất cao cấp,1,1,1,0.445,0.00908,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/89618828.htm
"Đường Xã Đàn, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",50.0,,,Nội thất đầy đủ,1,1,1,0.5,0.01,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88179318.htm
"Khu đô thị Thanh Hà, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",76.0,Bắc,3,Nội thất cao cấp,2,2,1,1.31,0.01724,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89619111.htm
"Đường Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",51.0,,,,1,2,1,1.3,0.02549,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/89622167.htm
"Tây Mỗ Đại Mỗ Nam Từ Liêm Hà Nội, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",55.0,Tây Nam,32,Nội thất đầy đủ,1,2,1,1.9,0.03455,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89622294.htm
"Đường Lưu Khánh Đàm, Phường Giang Biên, Quận Long Biên, Hà Nội",72.0,Nam,,,1,2,1,1.44,0.02,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-can-ho-chung-cu/89622457.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",66.0,Đông Nam,,,2,2,1,0.9,0.01364,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/89622551.htm
"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",50.0,,,Nội thất đầy đủ,1,1,1,0.5,0.01,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88244139.htm
"47, 47 Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",120.0,,,Nội thất cao cấp,3,3,1,4.9,0.04083,Căn hộ/Chung cư,Duplex,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89602715.htm
"A8, Đường Đầm Trấu, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",100.0,Đông Bắc,4,Nội thất đầy đủ,2,2,1,3.2,0.032,Căn hộ/Chung cư,Tập thể,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-can-ho-chung-cu/89591433.htm
"Phố Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",50.0,,,,1,2,1,0.65,0.013,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-can-ho-chung-cu/88818191.htm
"Đường Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",56.0,,,,1,2,1,0.65,0.01161,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-can-ho-chung-cu/89184109.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",31.0,,17,Hoàn thiện cơ bản,1,1,1,1.08,0.03484,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/89592180.htm
"Đường Quan Hoa, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",52.0,,2,Hoàn thiện cơ bản,1,2,1,1.09,0.02096,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/89592662.htm
"Tam Khương, Phường Khương Thượng, Quận Đống Đa, Hà Nội",50.0,,,Nội thất cao cấp,1,2,1,1.25,0.025,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/89594191.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",45.0,Đông Nam,,,1,1,1,0.73,0.01622,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/89595205.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",43.0,Tây Nam,,Hoàn thiện cơ bản,1,1,1,0.236,0.00549,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89595474.htm
"Khu đô thị Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",70.0,Đông Bắc,30,Nội thất cao cấp,1,2,1,1.75,0.025,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89344935.htm
"Đường Xã Đàn 2, Phường Nam Đồng, Quận Đống Đa, Hà Nội",26.0,,,,1,1,1,0.49,0.01885,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/82798164.htm
"Đường Chùa Bộc, Phường Nam Đồng, Quận Đống Đa, Hà Nội",52.0,,6,,2,2,1,0.59,0.01135,Căn hộ/Chung cư,Căn hộ dịch vụ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/89598687.htm
"Đường Tân Triều, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",60.0,,,,Nhiều hơn 6 phòng,nhiều hơn 10 phòng,1,6.0,0.1,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89599546.htm
"Số 4 Đường Quang Trung, phường Quang Trung, quận Hà Đông, Hà Nội, Phường Quang Trung, Quận Hà Đông, Hà Nội",60.0,Tây Nam,25,Hoàn thiện cơ bản,2,2,1,1.85,0.03083,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/78727550.htm
"Đường Trích Sài, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",55.0,,,,2,2,1,0.6,0.01091,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-can-ho-chung-cu/89167045.htm
"Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",45.0,,,,1,1,1,1.1,0.02444,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/89388153.htm
"Đường Quan Thổ 1, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",75.0,,,Nội thất đầy đủ,3,3,1,1.58,0.02107,Căn hộ/Chung cư,Tập thể,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/89585547.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",48.0,,,Nội thất cao cấp,1,1,1,2.0,0.04167,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/89574146.htm
"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",33.0,Đông,,Nội thất đầy đủ,1,1,1,0.6,0.01818,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/83963491.htm
"Khu đô thị Geleximco Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",69.0,Đông,,Nội thất đầy đủ,2,2,1,1.96,0.02841,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89574494.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",56.0,Tây Bắc,,,2,2,1,0.93,0.01661,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/89574730.htm
"Cầu thang 4 nhà b11, Đường Tô Hiệu, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",65.0,Bắc,5,Nội thất đầy đủ,1,2,1,1.73,0.02662,Căn hộ/Chung cư,Tập thể,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/89574797.htm
"Đường Xuân Thủy, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",40.0,Tây,3,Nội thất cao cấp,1,1,1,0.55,0.01375,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/84566819.htm
"Tập thể E2, Đường Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",110.0,Tây Nam,2,Nội thất đầy đủ,2,2,1,0.0023,20.909 đ/m²,Căn hộ/Chung cư,Tập thể,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/89575295.htm
"Đường Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội",33.0,Tây,,Nội thất cao cấp,1,1,1,0.6,0.01818,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/83548160.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",80.0,,,Nội thất đầy đủ,2,3,1,0.68,0.0085,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/89575861.htm
"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",33.0,Tây,,Nội thất cao cấp,1,1,1,0.6,0.01818,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-can-ho-chung-cu/83963799.htm
"đường Hoàng Công, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",51.0,Tây Nam,,Hoàn thiện cơ bản,1,2,1,1.32,0.02588,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89576738.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",71.0,,,Nội thất đầy đủ,2,2,1,0.517,0.00728,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/89577029.htm
"Xã đan, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",48.0,Nam,,Nội thất cao cấp,1,2,1,0.6,0.0125,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88235165.htm
"Đường tam trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",84.0,,,,,2,1,2.1,0.025,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/89577725.htm
"Đường Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",28.0,Tây,,Nội thất cao cấp,1,1,1,0.6,0.02143,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-can-ho-chung-cu/83427443.htm
