address,area,direction,floornumber,furniture,numBath,numBed,numFloor,price,price_m2,type,type_detail,url
"Đường Quốc lộ 5, Phường Sài Đồng, Quận Long Biên, Hà Nội",105.0,Đông Nam,,Hoàn thiện cơ bản,2,3,1,3.223,"30,7 triệu/m2",Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-can-ho-chung-cu/89095967.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",63.0,,,,2,2,1,2.215,0.03516,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89097208.htm
"378, 378 Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",90.0,,19,Nội thất đầy đủ,2,3,1,4.2,0.04667,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-can-ho-chung-cu/89097219.htm
"Đường Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",70.0,,,Nội thất cao cấp,2,2,1,2.8,0.04,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89097309.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",42.0,,,,1,1,1,0.69,0.01643,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/89097436.htm
"Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội",155.0,Tây,6,,3,3,1,3.2,0.02065,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89097446.htm
"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",85.0,Bắc,5,Hoàn thiện cơ bản,2,3,1,2.9,0.03412,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-can-ho-chung-cu/89098438.htm
"Đường Đê La Thành, Phường Láng Thượng, Quận Đống Đa, Hà Nội",42.0,,,,1,1,1,2.1,0.05,Căn hộ/Chung cư,Officetel,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/89098696.htm
"Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",70.0,,,Nội thất đầy đủ,2,2,1,1.2,0.01714,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89098851.htm
"Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội, Phường Sài Đồng, Quận Long Biên, Hà Nội",63.0,Đông Nam,,Hoàn thiện cơ bản,2,2,1,2.083,0.03306,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-can-ho-chung-cu/89098860.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",43.0,,,,1,1,1,1.399,0.03253,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89098977.htm
"đường Lê Trọng Tấn, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",70.0,Tây Bắc,,Nội thất đầy đủ,2,2,1,0.6,0.00857,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89099536.htm
"Đường 70, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",60.0,,,Nội thất đầy đủ,1,2,1,1.55,0.02583,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89101809.htm
"Đường 5, Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội",66.0,,5,Hoàn thiện cơ bản,2,2,1,1.629,0.02468,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-dong-anh/mua-ban-can-ho-chung-cu/89103460.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",45.0,Tây Bắc,,Nội thất đầy đủ,1,1,1,0.67,0.01489,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/89103484.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",42.0,Đông Nam,,Nội thất đầy đủ,1,1,1,0.69,0.01643,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/89103492.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",47.0,Tây Bắc,,Nội thất đầy đủ,1,1,1,0.65,0.01383,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/89103497.htm
"Đường Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",40.0,,,,1,1,1,0.75,0.01875,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-can-ho-chung-cu/89103552.htm
"Đường Vũ Phạm Hàm, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",80.0,,8,,2,2,1,0.0315,393.750 đ/m²,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/89103722.htm
"đường Lê Trọng Tấn, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",76.0,Tây Bắc,10,Hoàn thiện cơ bản,2,2,1,1.29,0.01697,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88576940.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",42.0,Đông Nam,,,1,1,1,0.69,0.01643,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/89097590.htm
"Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội, Phường Sài Đồng, Quận Long Biên, Hà Nội",60.0,Đông Nam,,Nội thất cao cấp,2,2,1,1.8,0.03,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-can-ho-chung-cu/88157221.htm
"Lô D12 Đường Thành Thái, Phường Dịch Vọng, quận Cầu Giấy, Hà Nội, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",80.0,,,Hoàn thiện cơ bản,2,2,1,3.5,0.04375,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/89105180.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",63.0,,,Hoàn thiện cơ bản,2,2,1,2.17,0.03444,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88655005.htm
"Đường Xuân La, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",77.0,Tây Bắc,,,2,2,1,3.3,0.04286,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-can-ho-chung-cu/89074145.htm
"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",56.0,,7,Nội thất đầy đủ,2,3,1,0.6,0.01071,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89105985.htm
"Ngõ Chợ Khâm Thiên, Phường Phương Liên, Quận Đống Đa, Hà Nội",48.0,,3,Hoàn thiện cơ bản,1,2,1,1.15,0.02396,Căn hộ/Chung cư,Căn hộ dịch vụ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88774977.htm
"số 32, số 32 Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",103.0,,,,2,3,1,3.6,0.03495,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/89106134.htm
"Ngõ 1 Văn Tiễn Dũng, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",35.0,,,,1,1,1,0.53,0.01514,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-can-ho-chung-cu/88461679.htm
"Đường Hàm Nghi, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",115.0,,,,2,3,1,2.4,0.02087,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89106368.htm
"288, Đường Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",94.0,Đông Bắc,,,2,3,1,3.0,0.03191,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89106456.htm
"đường hồ mễ trì, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",67.0,,,Nội thất cao cấp,2,2,1,2.6,0.03881,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89106700.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",70.0,,,Hoàn thiện cơ bản,2,2,1,1.9,0.02714,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/89106534.htm
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",152.0,,,Nội thất đầy đủ,2,3,1,0.024,157.894 đ/m²,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89106800.htm
"299, 299 Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",87.0,,,Nội thất đầy đủ,2,2,1,2.95,0.03391,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/89107327.htm
"190 Phố Sài Đồng, phường Việt Hưng, quận Long Biên, Tp.Hà Nội, Phường Việt Hưng, Quận Long Biên, Hà Nội",86.0,Tây,,Nội thất đầy đủ,2,3,1,2.2,0.02558,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-can-ho-chung-cu/89107369.htm
"Đường Tố Hữu, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",99.0,,,Hoàn thiện cơ bản,2,3,1,3.5,0.03535,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89107513.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",48.0,Đông Nam,20,,1,2,1,1.72,0.03583,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89107484.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",64.9,Tây,,,2,2,1,2.1,0.03281,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/89107563.htm
"241, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",117.0,Đông Nam,11,Nội thất cao cấp,2,3,1,6.0,0.05128,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/89107749.htm
"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",73.0,Đông Bắc,5,Hoàn thiện cơ bản,2,2,1,1.204,0.01649,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89108244.htm
"376, Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",37.0,,4,Nội thất đầy đủ,1,1,1,0.63,0.01703,Căn hộ/Chung cư,Căn hộ dịch vụ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89108595.htm
"Đường Lê Xuân Điệp, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",70.0,,,,2,2,1,1.25,0.01786,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89105690.htm
"Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",84.0,,,,,2,1,3.85,0.04583,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89001887.htm
"Số 4 Đường Quang Trung, phường Quang Trung, quận Hà Đông, Hà Nội, Phường Quang Trung, Quận Hà Đông, Hà Nội",59.0,Nam,,Hoàn thiện cơ bản,1,2,1,1.15,0.01949,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89113479.htm
"Đường Nguyễn Xiển, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",94.0,,24,Hoàn thiện cơ bản,2,3,1,3.6,0.0383,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/89113927.htm
"111, Đường Tân Nhuệ, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",49.0,Đông Nam,21,Hoàn thiện cơ bản,1,2,1,0.37,0.00755,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-can-ho-chung-cu/89114117.htm
"Đường Mai Động, Phường Mai Động, Quận Hoàng Mai, Hà Nội",47.0,,,,2,2,1,1.6,0.03404,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/89114909.htm
"Đường Nguyễn Xiển, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",183.0,,,Nội thất cao cấp,4,5,1,6.5,0.03552,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/89115839.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",43.0,Đông Nam,,Hoàn thiện cơ bản,1,1,1,1.45,0.03372,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89116687.htm
"Đường Phúc La, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",51.0,,,,1,2,1,1.38,0.02706,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89093440.htm
"81, 81 Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",50.0,Đông Nam,19,Nội thất đầy đủ,1,1,1,2.25,0.045,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89085446.htm
"99, Đường Định Công Hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội",62.0,Tây Bắc,9,Nội thất cao cấp,2,2,1,1.82,0.02935,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/89085542.htm
"Ngõ 24 Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",55.0,Tây Bắc,10,,2,2,1,1.35,0.02455,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89085803.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",45.0,,,,1,2,1,1.46,0.03244,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89086437.htm
"Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội, Phường Sài Đồng, Quận Long Biên, Hà Nội",97.0,Tây Bắc,,,2,3,1,3.1,0.03196,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-can-ho-chung-cu/88904409.htm
"CT1, Ngõ 885 Tam Chinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",74.0,Bắc,12,Nội thất đầy đủ,2,2,1,2.1,0.02838,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/89086982.htm
"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",35.0,,,,1,1,1,0.65,0.01857,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-can-ho-chung-cu/88478497.htm
"Đường Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội",33.0,,,,1,1,1,0.68,0.02061,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88477297.htm
"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",60.0,Tây Nam,,Nội thất đầy đủ,2,2,1,0.89,0.01483,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-can-ho-chung-cu/89091427.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",70.0,,,,2,2,1,1.8,0.02571,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89091545.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",28.0,,,,,1,1,1.2,0.04286,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89091729.htm
"Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",74.0,Nam,,Hoàn thiện cơ bản,2,3,1,1.2,0.01622,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88252978.htm
"8B, 8B Đường Lê Trực, Phường Điện Biên, Quận Ba Đình, Hà Nội",71.0,,,,2,2,1,0.075,0.00106,Căn hộ/Chung cư,Officetel,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-can-ho-chung-cu/89092291.htm
"HỒ MỄ TRÌ, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",35.0,Tây,,Hoàn thiện cơ bản,1,1,1,1.2,0.03429,Căn hộ/Chung cư,Officetel,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89092384.htm
"1 Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",87.0,Tây,,Nội thất cao cấp,2,2,1,3.9,0.04483,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89073338.htm
"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",61.0,,,Nội thất đầy đủ,1,2,1,1.25,0.02049,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89073516.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",60.0,Tây Bắc,,,1,2,1,0.98,0.01633,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/89067033.htm
"Đường Thành Thái, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",89.0,,,Nội thất đầy đủ,2,2,1,2.85,0.03202,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/89067121.htm
"18, Mỹ đinh, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",50.0,Nam,3,Nội thất cao cấp,1,2,1,1.2,0.024,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89067306.htm
"Phố Cự Lộc, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",45.0,,,Hoàn thiện cơ bản,1,2,1,1.0,0.02222,Căn hộ/Chung cư,Căn hộ dịch vụ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/89067337.htm
"430, 430 Đường Cầu Am, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",68.0,Đông Nam,,,2,2,1,1.99,0.02926,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89068144.htm
"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",96.0,,,Hoàn thiện cơ bản,2,3,1,3.45,0.03594,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-can-ho-chung-cu/89068427.htm
"10, Đường Nguyên Hồng, Phường Thành Công, Quận Ba Đình, Hà Nội",65.0,Nam,,,1,2,1,1.55,0.02385,Căn hộ/Chung cư,Tập thể,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-can-ho-chung-cu/89068565.htm
"Số 1, Số 1 Đường Thanh Bình, Phường Yết Kiêu, Quận Hà Đông, Hà Nội",60.2,Bắc,,Hoàn thiện cơ bản,2,2,1,1.27,0.02117,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89068618.htm
"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",60.0,,,,2,3,1,2.35,0.03917,Căn hộ/Chung cư,Tập thể,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/89068745.htm
"430, 430 Đường Cầu Am, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",68.0,Đông Nam,,,1,2,1,1.9,0.02794,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89068928.htm
"79, Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",65.0,,,,,2,1,1.9,0.02923,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/89069131.htm
"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",53.0,,1,Nội thất đầy đủ,1,2,1,4.4,0.08302,Căn hộ/Chung cư,Duplex,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89069217.htm
"P 504 CT1, đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",65.0,Đông,5,Nội thất đầy đủ,2,2,1,1.3,0.02,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89069729.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",55.0,Đông,5,,1,2,1,0.035,636.363 đ/m²,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/86874044.htm
"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",113.0,,8,,2,3,1,5.7,0.05044,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/89070188.htm
"79, Đường Thiên Hiền, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",68.0,Đông Nam,5,Hoàn thiện cơ bản,2,2,1,1.9,0.02794,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89072582.htm
"Đường Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",45.0,,,,1,2,1,0.99,0.022,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/88490986.htm
"Số 8 đường Lê Đức Thọ, Phường Mỹ Đình 2, quận Nam Từ Liêm, Hà Nội, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",92.0,Đông Nam,15,Nội thất cao cấp,2,2,1,3.9,0.04239,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89072640.htm
"Đường Phúc La, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",55.0,Đông Bắc,,,1,2,1,1.4,0.02545,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89073649.htm
"Vinaconex3, Đường Cương Kiên, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",136.0,,,,3,3,1,3.4,0.025,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89073660.htm
"162A, Đường Nguyễn Tuân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",84.5,Đông Nam,8,Nội thất đầy đủ,2,2,1,2.366,0.02817,Căn hộ/Chung cư,Duplex,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/88334665.htm
"Đường Lê Trọng Tấn, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",70.0,,,,2,2,1,1.19,0.017,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89074063.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",63.0,,,,,2,1,2.55,0.04048,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/89074360.htm
"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",75.0,Đông Nam,,Nội thất đầy đủ,2,2,1,1.38,0.0184,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/89074377.htm
"Đường Mễ Trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",85.0,Đông Bắc,,,2,3,1,2.9,0.03412,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/89074439.htm
